Age,LDTAcc,RT,AttentionCheck,AgeOfMachine,TrialN,ProbeType,ProbePosition,SubjectType,SubjectFreq,SubjectLength,Browser,ProbeFrequency,ProbeCosine,ProbeWord,HasCheck,StimType,StimID,ReadingTime,Condition,OS,fullSentence,TimeTaken,Participant
33,1,701.9,0,1,39,UNREL,AFTER-VP,DNP,3.563555912,8,Chrome,3.954710348,0.06281869,PATIO,0,experimental,59,3883,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the commuter definitely should have reported the matter, says The Independent.",44.81666666666667,54
33,1,801.2,0,1,42,UNREL,AFTER-V,QNP,4.33783738,9,Chrome,3.65360327,0.040631859,AISLE,0,experimental,30,2200.2000000000003,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every publisher certainly should have defined the term, claims The Guardian.",44.81666666666667,54
33,1,760.4,0,1,43,NONCE,AFTER-V,QNP,4.271877839,7,Chrome,NA,NA,ROKES,0,experimental,44,2566.8,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every soldier obviously should have raised the concern, mentions The Sun.",44.81666666666667,54
33,1,882.7,0,1,44,UNREL,AFTER-V,DNP,3.590390365,7,Chrome,4.062863781,0.121592092,VINYL,0,experimental,17,2183.3,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the butcher definitely should have retained the receipt, suggests The Independent.",44.81666666666667,54
33,1,551.5,1,1,50,UNREL,AFTER-VP,QNP,3.147773871,9,Chrome,3.874821707,0.024638016,ONION,1,experimental,36,3115.6000000000004,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every paramedic definitely should have joined the protest, claims The Guardian.",44.81666666666667,54
33,1,1219.4,0,1,53,UNREL,AFTER-VP,DNP,4.382518198,9,Chrome,3.433099598,0.053885011,RHINO,0,experimental,11,3199.3,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the passenger definitely should have demanded the refund, reports The Independent.",44.81666666666667,54
33,1,715.8,1,1,58,NONCE,AFTER-VP,QNP,3.331052745,7,Chrome,NA,NA,DWERT,1,experimental,14,3266.7999999999997,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every midwife clearly should have taken the initiative, suggests The Sun.",44.81666666666667,54
33,1,716.9,0,1,60,REL,AFTER-V,QNP,3.087558969,8,Chrome,5.04588704,0.490664923,SPEED,0,experimental,16,2166.5,QNP-REL-AFTER-V,Win32,"Given the change in the law, every motorist certainly should have received the letter, suggests The Times.",44.81666666666667,54
33,1,613,0,1,62,UNREL,AFTER-VP,DNP,3.583221526,11,Chrome,4.517884107,0.190464999,LOGIC,0,experimental,35,3466.4,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the commentator clearly should have condoned the sanction, claims The Independent.",44.81666666666667,54
33,1,779.2,0,1,63,UNREL,AFTER-VP,QNP,4.460251055,8,Chrome,3.430462728,0.053296581,ACORN,0,experimental,12,3133.5,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every employer clearly should have borne the brunt, reports The Guardian.",44.81666666666667,54
33,1,648,0,1,66,REL,AFTER-VP,QNP,4.510372539,8,Chrome,4.993537163,0.442868415,MOVIE,0,experimental,58,3483,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every producer obviously should have addressed the inequality, says The Times.",44.81666666666667,54
33,1,1134.6000000000001,0,1,68,NONCE,AFTER-VP,DNP,3.659160937,8,Chrome,NA,NA,SWEFT,0,experimental,49,3632.5,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the examiner certainly should have enforced the rule, says The Telegraph.",44.81666666666667,54
33,1,767.2,0,1,70,NONCE,AFTER-VP,DNP,3.96226586,7,Chrome,NA,NA,GARGE,0,experimental,25,3382.4,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the athlete obviously should have declared the affiliation, claims The Telegraph.",44.81666666666667,54
33,1,717.4000000000001,1,1,71,UNREL,AFTER-VP,QNP,2.442833304,8,Chrome,3.583693845,0.332504352,PIPER,1,experimental,60,3448.7999999999997,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every hotelier clearly should have made the transition, says The Guardian.",44.81666666666667,54
33,1,664.9000000000001,0,1,72,NONCE,AFTER-VP,QNP,3.485497116,5,Chrome,NA,NA,BESKS,0,experimental,26,3216.6,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",44.81666666666667,54
33,1,619.1,0,1,73,REL,AFTER-VP,QNP,2.761427779,7,Chrome,4.606665233,0.479175879,LUNCH,0,experimental,34,3116.2999999999997,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every caterer certainly should have amended the wording, claims The Times.",44.81666666666667,54
33,1,779.1,0,1,75,NONCE,AFTER-VP,QNP,4.104575844,10,Chrome,NA,NA,QUIBS,0,experimental,2,2949.8,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every politician obviously should have upheld the change, reports The Sun.",44.81666666666667,54
33,1,569.5,0,1,79,UNREL,AFTER-VP,QNP,4.223689768,7,Chrome,3.744015211,0.030983292,SPOON,1,experimental,48,3166.3,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every analyst obviously should have acknowledged the failing, mentions The Guardian.",44.81666666666667,54
33,1,772.1,1,1,83,UNREL,AFTER-V,DNP,3.827345184,7,Chrome,3.750050502,0.118541471,GOOSE,1,experimental,53,2216.4,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the dentist certainly should have asked the question, says The Independent.",44.81666666666667,54
33,1,701.7,0,1,84,UNREL,AFTER-VP,QNP,4.78505379,8,Chrome,3.844663502,0.042999458,BINGO,0,experimental,24,3299.7000000000003,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every graduate certainly should have contacted the council, suggests The Guardian.",44.81666666666667,54
33,1,884,0,1,87,NONCE,AFTER-V,DNP,4.141850119,8,Chrome,NA,NA,TROLF,0,experimental,7,2232.9,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the investor definitely should have updated the protocol, reports The Telegraph.",44.81666666666667,54
33,1,667.4,0,1,88,UNREL,AFTER-V,QNP,2.954817735,7,Chrome,4.227867511,0.200530544,MERCY,0,experimental,54,2066.3999999999996,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every postman obviously should have consulted the website, says The Guardian.",44.81666666666667,54
33,1,657.5999999999999,0,1,90,UNREL,AFTER-V,DNP,3.949644483,9,Chrome,3.76364436,0.008169191,LINEN,0,experimental,41,2167.2,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the conductor clearly should have avoided the behaviour, mentions The Independent.",44.81666666666667,54
33,1,735.1,1,1,93,REL,AFTER-VP,DNP,4.528661332,8,Chrome,4.773777517,0.358177388,STEEL,1,experimental,33,3016.5,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the engineer obviously should have forseen the issue, claims The BBC.",44.81666666666667,54
33,1,701.6,0,1,94,REL,AFTER-V,DNP,3.784228166,8,Chrome,4.550270351,0.656811439,WHEEL,0,experimental,39,1984.2,DNP-REL-AFTER-V,Win32,"Given the change in the law, the mechanic certainly should have destroyed the data, mentions The BBC.",44.81666666666667,54
33,1,697.6999999999999,0,1,95,REL,AFTER-V,QNP,3.296803811,9,Chrome,4.753427409,0.337449731,AGENT,1,experimental,40,1983.5,QNP-REL-AFTER-V,Win32,"Given the change in the law, every informant obviously should have examined the contract, mentions The Times.",44.81666666666667,54
33,1,714,1,1,99,REL,AFTER-VP,DNP,3.541556206,8,Chrome,5.026411782,0.501397476,PLANT,1,experimental,45,3349.8,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the gardener clearly should have verified the claim, mentions The BBC.",44.81666666666667,54
33,1,717.5,0,1,101,NONCE,AFTER-VP,QNP,3.671694735,6,Chrome,NA,NA,MAFTS,0,experimental,38,3282,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every sailor definitely should have known the risk, mentions The Sun.",44.81666666666667,54
33,1,667.2,0,1,102,NONCE,AFTER-VP,QNP,3.672348826,8,Chrome,NA,NA,YURFS,0,experimental,50,3231.9,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every comedian obviously should have considered the damage, says The Sun.",44.81666666666667,54
33,1,734,0,1,104,UNREL,AFTER-VP,DNP,3.223196377,7,Chrome,4.171446442,0.118019216,DRILL,0,experimental,47,3732,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the stylist certainly should have read the guidance, mentions The Independent.",44.81666666666667,54
33,1,732.8,0,1,109,NONCE,AFTER-V,DNP,4.216284055,12,Chrome,NA,NA,KNURN,0,experimental,31,2199.8,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the photographer clearly should have cancelled the subscription, claims The Telegraph.",44.81666666666667,54
33,1,613.5,0,1,110,NONCE,AFTER-V,QNP,3.603458685,5,Chrome,NA,NA,PIVED,0,experimental,8,1899.6,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every boxer clearly should have informed the association, reports The Sun.",44.81666666666667,54
33,1,604.7,0,1,111,NONCE,AFTER-V,QNP,4.438372257,6,Chrome,NA,NA,GELPS,0,experimental,56,2149.9,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every singer clearly should have sued the organiser, says The Sun.",44.81666666666667,54
33,1,679.3000000000001,0,1,113,NONCE,AFTER-V,DNP,3.001120593,6,Chrome,NA,NA,WROSH,0,experimental,43,2150.3,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the grocer certainly should have vetoed the proposal, mentions The Telegraph.",44.81666666666667,54
33,1,812.9,1,1,114,REL,AFTER-VP,DNP,2.459390987,7,Chrome,4.20061812,0.241572992,DAIRY,1,experimental,57,3050.1,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the milkman certainly should have involved the union, says The BBC.",44.81666666666667,54
33,1,933.8,1,1,115,UNREL,AFTER-V,QNP,3.927682114,9,Chrome,3.549681245,0.073515012,STOUT,1,experimental,6,2448.6,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every performer obviously should have signed the petition, reports The Guardian.",44.81666666666667,54
33,1,784.5999999999999,1,1,119,UNREL,AFTER-VP,DNP,2.794650654,7,Chrome,3.875248254,0.16601469,VENUS,1,experimental,23,3081.9,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the trucker obviously should have notified the firm, suggests The Independent.",44.81666666666667,54
33,1,617.5,1,1,120,REL,AFTER-VP,QNP,5.075778593,7,Chrome,5.575114555,0.143788679,ORDER,1,experimental,10,3415.2,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every manager obviously should have refuted the rise, reports The Times.",44.81666666666667,54
26,1,1020.2,0,2,2,NONCE,AFTER-VP,QNP,3.583221526,11,Chrome,NA,NA,GELKS,0,experimental,35,2634.5,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every commentator clearly should have condoned the sanction, claims The Independent.",17.3,55
26,1,1200.9,1,2,3,UNREL,AFTER-VP,DNP,4.166816978,8,Chrome,3.894766559,0.003929906,YEAST,1,experimental,20,2516.6,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the activist certainly should have claimed the compensation, suggests The Sun.",17.3,55
26,1,1089.3999999999999,1,2,6,UNREL,AFTER-VP,QNP,2.459390987,7,Chrome,4.142626275,0.34483263,TIGER,1,experimental,57,2018.2000000000003,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every milkman certainly should have involved the union, says The BBC.",17.3,55
26,1,1018.8,0,2,7,REL,AFTER-VP,QNP,3.496627781,10,Chrome,4.931775687,0.385224937,BRAND,0,experimental,19,2117.2,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",17.3,55
26,1,1003.2,1,2,9,UNREL,AFTER-V,QNP,4.064504628,7,Chrome,4.254807488,0.128075313,ALIEN,1,experimental,27,1300.4,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every cleaner clearly should have discarded the item, claims The BBC.",17.3,55
26,1,1018.8999999999999,0,2,11,UNREL,AFTER-VP,DNP,4.271877839,7,Chrome,5.173113896,0.091154285,TABLE,0,experimental,44,2266.1,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the soldier obviously should have raised the concern, mentions The Sun.",17.3,55
26,1,995.1,1,2,12,REL,AFTER-VP,DNP,3.927682114,9,Chrome,5.108336861,0.581022535,STAGE,1,experimental,6,1751.3000000000002,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the performer obviously should have signed the petition, reports The Guardian.",17.3,55
26,1,1072.4,1,2,15,UNREL,AFTER-VP,QNP,3.541556206,8,Chrome,3.655557686,0.069841755,DISCO,1,experimental,45,1183.4,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every gardener clearly should have verified the claim, mentions The BBC.",17.3,55
26,1,1051.7,0,2,16,UNREL,AFTER-V,QNP,4.257983625,9,Chrome,3.681235784,0.023932131,NYLON,0,experimental,51,584.4,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every architect definitely should have extended the deadline, says The BBC.",17.3,55
26,1,987.6,0,2,19,REL,AFTER-VP,QNP,3.570916411,9,Chrome,4.427679227,0.456487588,LASER,0,experimental,55,1738.5,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every physicist definitely should have interrupted the meeting, says The Telegraph.",17.3,55
26,1,1073.1,0,2,21,REL,AFTER-V,DNP,4.78505379,8,Chrome,4.668647528,0.229238232,ESSAY,0,experimental,24,567,DNP-REL-AFTER-V,Win32,"Given the change in the law, the graduate certainly should have contacted the council, suggests The Guardian.",17.3,55
26,1,1016.8999999999999,0,2,22,REL,AFTER-V,QNP,3.659160937,8,Chrome,4.730948829,0.402394073,GRADE,0,experimental,49,650.5999999999999,QNP-REL-AFTER-V,Win32,"Given the change in the law, every examiner certainly should have enforced the rule, says The Telegraph.",17.3,55
26,1,1044.8,1,2,23,REL,AFTER-V,DNP,4.223689768,7,Chrome,4.176312386,0.141363369,GRAPH,1,experimental,48,550.1,DNP-REL-AFTER-V,Win32,"Given the change in the law, the analyst obviously should have acknowledged the failing, mentions The Guardian.",17.3,55
26,1,1258,0,2,26,NONCE,AFTER-VP,QNP,3.563555912,8,Chrome,NA,NA,NERNS,0,experimental,59,1033.9,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every commuter definitely should have reported the matter, says The Independent.",17.3,55
26,1,1227.7,0,2,27,NONCE,AFTER-V,DNP,3.571960851,11,Chrome,NA,NA,SWILK,0,experimental,28,550.5,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the broadcaster definitely should have rectified the situation, claims The Times.",17.3,55
26,1,1001.6,0,2,28,UNREL,AFTER-V,QNP,3.784228166,8,Chrome,4.091225612,0.144013775,PEARL,0,experimental,39,567.5,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",17.3,55
26,1,1152.3000000000002,0,2,29,NONCE,AFTER-V,DNP,3.506495478,6,Chrome,NA,NA,DWEED,0,experimental,52,571.3000000000001,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the brewer clearly should have warned the supplier, says The Times.",17.3,55
26,1,1016.9999999999999,1,2,33,NONCE,AFTER-VP,QNP,2.794650654,7,Chrome,NA,NA,DOOPS,1,experimental,23,817.3000000000001,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every trucker obviously should have notified the firm, suggests The Independent.",17.3,55
26,1,1473.8,0,2,38,NONCE,AFTER-V,QNP,3.316655402,8,Chrome,NA,NA,DIRPS,0,experimental,5,599.4000000000001,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",17.3,55
26,1,1107.5,0,2,40,REL,AFTER-VP,QNP,4.216284055,12,Chrome,5.236261817,0.645265134,IMAGE,0,experimental,31,1134.9,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every photographer clearly should have cancelled the subscription, claims The Telegraph.",17.3,55
26,1,1118.6000000000001,0,2,42,UNREL,AFTER-VP,DNP,4.189108375,6,Chrome,3.64832932,0.138065285,JELLY,0,experimental,32,1050.2,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the farmer definitely should have condemned the behaviour, claims The Sun.",17.3,55
26,1,1077.3999999999999,1,2,44,REL,AFTER-V,DNP,3.147773871,9,Chrome,5.105996143,0.229315858,BLOOD,1,experimental,36,500.29999999999995,DNP-REL-AFTER-V,Win32,"Given the change in the law, the paramedic definitely should have joined the protest, claims The Guardian.",17.3,55
26,1,1011.7,0,2,45,REL,AFTER-V,QNP,4.870998895,7,Chrome,5.343083165,0.359033021,CLASS,0,experimental,13,717,QNP-REL-AFTER-V,Win32,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",17.3,55
26,1,1198.3,0,2,46,UNREL,AFTER-VP,DNP,3.603458685,5,Chrome,3.789496554,0.02763056,SEWER,0,experimental,8,1216.8000000000002,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the boxer clearly should have informed the association, reports The Sun.",17.3,55
26,1,1147.8999999999999,0,2,47,NONCE,AFTER-VP,DNP,2.761427779,7,Chrome,NA,NA,GENCE,0,experimental,34,850.3,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the caterer certainly should have amended the wording, claims The Times.",17.3,55
26,1,972.4000000000001,0,2,49,UNREL,AFTER-V,DNP,3.485497116,5,Chrome,4.06414926,0.039538417,PASTE,0,experimental,26,566.6999999999999,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the vicar certainly should have obeyed the decision, claims The Sun.",17.3,55
26,1,948.5,0,2,50,REL,AFTER-VP,DNP,5.617442386,7,Chrome,5.350430177,0.291918533,BOARD,0,experimental,42,933.4,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the company definitely should have announced the appointment, mentions The Guardian.",17.3,55
26,1,949.3000000000001,0,2,52,REL,AFTER-V,DNP,4.460251055,8,Chrome,5.302678942,0.365606156,STAFF,0,experimental,12,533.3,DNP-REL-AFTER-V,Win32,"Given the change in the law, the employer clearly should have borne the brunt, reports The Guardian.",17.3,55
26,1,1054.8999999999999,0,2,53,NONCE,AFTER-V,DNP,3.087558969,8,Chrome,NA,NA,JULTS,0,experimental,16,567.3000000000001,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the motorist certainly should have received the letter, suggests The Times.",17.3,55
26,1,947.5,0,2,54,UNREL,AFTER-VP,DNP,4.438372257,6,Chrome,3.939753275,0.081929196,FROST,0,experimental,56,1250.5,DNP-UNREL-AFTER-VP,Win32,"Given the change in the law, the singer clearly should have sued the organiser, says The Sun.",17.3,55
26,1,963.6,0,2,55,REL,AFTER-VP,DNP,2.954817735,7,Chrome,4.107372874,0.44493658,STAMP,0,experimental,54,983.8,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the postman obviously should have consulted the website, says The Guardian.",17.3,55
26,1,1235.6000000000001,0,2,57,NONCE,AFTER-VP,DNP,3.651952199,6,Chrome,NA,NA,VECTS,0,experimental,22,833.8,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the barber clearly should have heeded the advice, suggests The Times.",17.3,55
26,1,1285.1,1,2,59,REL,AFTER-V,QNP,4.054597373,7,Chrome,4.235952941,0.245669374,KNIFE,1,experimental,1,683.6999999999999,QNP-REL-AFTER-V,Win32,"Given the change in the law, every surgeon certainly should have undertaken the training, reports The Telegraph.",17.3,55
26,1,1165.4,0,2,61,NONCE,AFTER-V,QNP,3.590390365,7,Chrome,NA,NA,NULSE,0,experimental,17,567,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",17.3,55
26,1,1069.7,0,2,62,NONCE,AFTER-V,DNP,3.734240866,10,Chrome,NA,NA,SPIFT,0,experimental,4,500.4,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the accountant clearly should have disclosed the information, reports The Times.",17.3,55
26,1,941,0,2,64,REL,AFTER-VP,DNP,5.005747312,9,Chrome,4.515522967,0.125759944,BONUS,0,experimental,18,783.3,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the executive clearly should have paid the fine, suggests The Guardian.",17.3,55
26,1,1064.7,0,2,65,NONCE,AFTER-VP,QNP,4.382518198,9,Chrome,NA,NA,FLERG,0,experimental,11,850.5,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every passenger definitely should have demanded the refund, reports The Independent.",17.3,55
26,1,947.2,0,2,66,NONCE,AFTER-VP,DNP,4.510372539,8,Chrome,NA,NA,GLAFT,0,experimental,58,867.5,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the producer obviously should have addressed the inequality, says The Times.",17.3,55
26,1,879.4,0,2,67,NONCE,AFTER-VP,QNP,3.223196377,7,Chrome,NA,NA,YULBS,0,experimental,47,768,QNP-NONCE-AFTER-VP,Win32,"Given the change in the law, every stylist certainly should have read the guidance, mentions The Independent.",17.3,55
26,1,1113.8999999999999,0,2,70,UNREL,AFTER-V,DNP,4.104575844,10,Chrome,3.553564965,0.007983453,HINGE,0,experimental,2,667.1,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the politician obviously should have upheld the change, reports The Sun.",17.3,55
26,1,896.5999999999999,1,2,72,NONCE,AFTER-V,QNP,3.827345184,7,Chrome,NA,NA,NIRCH,1,experimental,53,517.4,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every dentist certainly should have asked the question, says The Independent.",17.3,55
26,1,1007.6,0,2,75,NONCE,AFTER-VP,DNP,3.681799882,10,Chrome,NA,NA,GNISP,0,experimental,46,800.6,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the footballer definitely should have told the truth, mentions The Times.",17.3,55
26,1,964.7,0,2,79,REL,AFTER-V,QNP,3.499480888,9,Chrome,4.520684432,0.262233394,VIRUS,0,experimental,37,667.1,QNP-REL-AFTER-V,Win32,"Given the change in the law, every biologist clearly should have replaced the equipment, mentions The Telegraph.",17.3,55
26,1,1102.4,0,2,82,NONCE,AFTER-V,QNP,2.935126552,6,Chrome,NA,NA,DROWL,0,experimental,29,567.3000000000001,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every funder obviously should have released the document, claims The Independent.",17.3,55
26,1,799.4,0,2,83,REL,AFTER-VP,QNP,3.001120593,6,Chrome,4.68106214,0.276487326,FRUIT,0,experimental,43,866.7,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every grocer certainly should have vetoed the proposal, mentions The Telegraph.",17.3,55
26,1,1001.6,1,2,85,NONCE,AFTER-V,DNP,3.296803811,9,Chrome,NA,NA,WRUNK,1,experimental,40,717,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the informant obviously should have examined the contract, mentions The Times.",17.3,55
26,1,1082.4,0,2,86,UNREL,AFTER-VP,QNP,4.042783642,7,Chrome,3.489874614,0.091146301,TORSO,0,experimental,9,850.7,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every builder certainly should have filed the report, reports The BBC.",17.3,55
26,1,882.7,0,2,87,UNREL,AFTER-V,DNP,3.672348826,8,Chrome,4.467858603,0.037918829,FLUID,0,experimental,50,600.4000000000001,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the comedian obviously should have considered the damage, says The Sun.",17.3,55
26,1,794.5,0,2,92,NONCE,AFTER-V,QNP,3.949644483,9,Chrome,NA,NA,GLOMP,0,experimental,41,583.9,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every conductor clearly should have avoided the behaviour, mentions The Independent.",17.3,55
26,1,961.6,1,2,94,UNREL,AFTER-VP,QNP,4.528661332,8,Chrome,3.821678729,0.096814912,CURRY,1,experimental,33,900.5999999999999,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every engineer obviously should have forseen the issue, claims The BBC.",17.3,55
26,1,1131.5,1,2,95,NONCE,AFTER-VP,DNP,5.075778593,7,Chrome,NA,NA,TIRTH,1,experimental,10,900,DNP-NONCE-AFTER-VP,Win32,"Given the change in the law, the manager obviously should have refuted the rise, reports The Times.",17.3,55
26,1,1199.4,1,2,96,UNREL,AFTER-V,DNP,3.331052745,7,Chrome,3.399301254,0.067550257,BRUTE,1,experimental,14,566.9,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the midwife clearly should have taken the initiative, suggests The Sun.",17.3,55
26,1,854.7,0,2,100,REL,AFTER-VP,QNP,4.141850119,8,Chrome,5.267842197,0.612401491,SHARE,0,experimental,7,851.3,QNP-REL-AFTER-VP,Win32,"Given the change in the law, every investor definitely should have updated the protocol, reports The Telegraph.",17.3,55
26,1,785.1,0,2,104,REL,AFTER-VP,DNP,4.33783738,9,Chrome,5.230293913,0.359043466,PAPER,0,experimental,30,870.9,DNP-REL-AFTER-VP,Win32,"Given the change in the law, the publisher certainly should have defined the term, claims The Guardian.",17.3,55
26,1,850.6,0,2,107,REL,AFTER-V,QNP,3.96226586,7,Chrome,4.351910561,0.674954706,MEDAL,0,experimental,25,633.9,QNP-REL-AFTER-V,Win32,"Given the change in the law, every athlete obviously should have declared the affiliation, claims The Telegraph.",17.3,55
26,1,829.2,0,2,108,UNREL,AFTER-VP,QNP,3.407217937,7,Chrome,4.075985546,0.086324713,SALAD,0,experimental,21,804,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every plumber definitely should have renewed the insurance, suggests The BBC.",17.3,55
26,1,784.5,0,2,110,UNREL,AFTER-V,QNP,3.484128918,6,Chrome,3.75194906,0.044440644,GRAPE,0,experimental,15,566.9,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every jockey obviously should have abandoned the practice, suggests The BBC.",17.3,55
26,1,740.7,0,2,112,UNREL,AFTER-V,QNP,5.294762043,8,Chrome,3.192247125,0.029311037,MELON,0,experimental,3,588.1999999999999,QNP-UNREL-AFTER-V,Win32,"Given the change in the law, every director definitely should have reconsidered the offer, reports The BBC.",17.3,55
26,1,794.6999999999999,1,2,116,REL,AFTER-V,DNP,2.442833304,8,Chrome,4.677271228,0.469866532,GUEST,1,experimental,60,553.8,DNP-REL-AFTER-V,Win32,"Given the change in the law, the hotelier clearly should have made the transition, says The Guardian.",17.3,55
26,1,849.9,0,2,118,UNREL,AFTER-V,DNP,3.671694735,6,Chrome,3.984588569,0.119944522,ABBEY,0,experimental,38,583.3000000000001,DNP-UNREL-AFTER-V,Win32,"Given the change in the law, the sailor definitely should have known the risk, mentions The Sun.",17.3,55
NA,1,939.3000000000001,0,NA,1,NONCE,AFTER-V,DNP,4.189108375,6,Chrome,NA,NA,GLIRM,0,experimental,32,1616.9,DNP-NONCE-AFTER-V,Win32,"Given the change in the law, the farmer definitely should have condemned the behaviour, claims The Sun.",33.2,56
NA,1,767.5,0,NA,3,REL,AFTER-V,DNP,3.087558969,8,Chrome,5.04588704,0.490664923,SPEED,0,experimental,16,1600.4,DNP-REL-AFTER-V,Win32,"Given the change in the law, the motorist certainly should have received the letter, suggests The Times.",33.2,56
NA,1,639,0,NA,4,UNREL,AFTER-VP,QNP,4.870998895,7,Chrome,4.138893633,0.046719131,OLIVE,0,experimental,13,2400.2,QNP-UNREL-AFTER-VP,Win32,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",33.2,56
NA,1,679.3000000000001,0,NA,5,REL,AFTER-V,QNP,3.590390365,7,Chrome,3.975196615,0.581803613,BACON,0,experimental,17,1600.1000000000001,QNP-REL-AFTER-V,Win32,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",33.2,56
NA,1,1038.8,1,NA,8,NONCE,AFTER-V,QNP,4.528661332,8,Chrome,NA,NA,SPAMP,1,experimental,33,1616.5,QNP-NONCE-AFTER-V,Win32,"Given the change in the law, every engineer obviously should have forseen the issue, claims The BBC.",33.2,56
NA,1,697.3000000000001,0,NA,10,REL,AFTER-V,QNP,3.316655402,8,Chrome,5.154909161,0.538092297,TRADE,0,experimental,5,1433.5,QNP-REL-AFTER-V,Win32,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",33.2,56
